quarter,ticker,DlyCap,weight
2023Q3,AXP,109872318.21,0.003725995166547413
2023Q3,DE,108685817.38,0.0036857584952028183
2023Q3,BKNG,108518032.6,0.003680068569937882
2023Q3,T,107377980.0,0.0036414070531298826
2023Q3,GS,106671645.47,0.003617453803688878
2023Q3,RTX,104753414.55,0.0035524026674911228
2023Q3,SBUX,104285102.0,0.003536521230508985
2023Q3,MDT,104260644.24,0.0035356918178140566
2023Q3,SYK,103781934.06,0.0035194577759196473
2023Q3,PLD,103666555.02,0.003515545036547577
2023Q3,LMT,102988805.76,0.0034925611721126387
2023Q3,ISRG,102886080.0,0.0034890775313605763
2023Q3,ELV,102605852.16,0.0034795744318139154
2023Q3,TJX,101685919.28,0.0034483776251908248
2023Q3,ADP,99046786.0,0.00335887921462339
2023Q3,SCHW,97185078.0,0.0032957448863181983
2023Q3,BLK,96522896.47,0.0032732889554672514
2023Q3,MDLZ,94792835.4,0.0032146190439766146
2023Q3,MMC,93999446.2,0.003187713592516668
2023Q3,GILD,93450180.0,0.003169086851589656
2023Q3,CVS,89676738.18,0.0030411217170441636
2023Q3,VRTX,89657456.46,0.0030404678344585112
2023Q3,REGN,88056720.0,0.002986183585158551
2023Q3,ADI,87249798.26,0.002958819217572573
